LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,CPUE_KGHA,CPUE_NOHA,COMMON_NAME,SCIENTIFIC_NAME,SPECIES_CODE,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE,VESSEL,CRUISE,HAUL
64.01918,-169.04827,BB-18,71,7/2/1905 00:00,7/30/2010 18:39,0.052,4.5717,Arctic cod,Boreogadus saida,21725,34,1.4,9.2,94,201002,33
63.978,-168.3002,BB-01,71,7/2/1905 00:00,7/31/2010 07:11,0.7742,76.0469,Arctic cod,Boreogadus saida,21725,35,4.2,7.4,94,201002,34
64.01867,-162.30207,BB-09,71,7/2/1905 00:00,8/7/2010 18:05,0.7183,60.986,Arctic cod,Boreogadus saida,21725,18,4.9,17.7,94,201002,69
63.98847,-163.04942,BB-08,71,7/2/1905 00:00,8/7/2010 15:20,0.0489,5.431,Arctic cod,Boreogadus saida,21725,18,4.7,15.9,94,201002,68
63.65247,-161.56823,AA-10,71,7/2/1905 00:00,8/8/2010 07:04,0.1499,15.3088,Arctic cod,Boreogadus saida,21725,15,8.8,15.6,94,201002,70
64.30037,-161.53125,CC-10,71,7/2/1905 00:00,8/8/2010 12:05,0.2339,17.7971,Arctic cod,Boreogadus saida,21725,14,9.9,16.2,94,201002,72
62.98117,-173.23185,Y-24,81,7/2/1905 00:00,8/6/2010 07:26,60.0503,4537.1536,Arctic cod,Boreogadus saida,21725,68,-0.9,8.6,162,201002,7
63.67602,-172.71473,AA-23,81,7/2/1905 00:00,7/29/2010 18:14,0.206,17.2021,Arctic cod,Boreogadus saida,21725,55,0,9.3,94,201002,28
64.316,-163.00065,CC-08,71,7/2/1905 00:00,8/8/2010 17:59,1.294,14.2245,saffron cod,Eleginus gracilis,21735,14,12.3,15,94,201002,74
64.31973,-164.49707,CC-06,71,7/2/1905 00:00,8/9/2010 07:05,5.3567,69.6439,saffron cod,Eleginus gracilis,21735,15,10.4,12.3,94,201002,76
64.32538,-163.7621,CC-07,71,7/2/1905 00:00,8/8/2010 20:42,3.098,31.4503,saffron cod,Eleginus gracilis,21735,17,7.2,15.2,94,201002,75
64.3209,-165.28733,CC-05,71,7/2/1905 00:00,8/9/2010 09:57,11.2061,130.2184,saffron cod,Eleginus gracilis,21735,24,7.1,11.5,94,201002,77
64.32988,-166.01243,CC-04,71,7/2/1905 00:00,8/9/2010 12:37,4.595,41.1216,saffron cod,Eleginus gracilis,21735,23,6.6,12.4,94,201002,78
64.00048,-166.78975,BB-03,71,7/2/1905 00:00,8/4/2010 13:13,0.1167,0.6682,saffron cod,Eleginus gracilis,21735,33,1.5,10.4,94,201002,52
63.36122,-166.76678,ZZ-03,71,7/2/1905 00:00,8/4/2010 18:42,2.5093,17.6969,saffron cod,Eleginus gracilis,21735,27,2.9,11,94,201002,54
63.6777,-166.78432,AA-03,71,7/2/1905 00:00,8/4/2010 16:02,0.0818,0.447,saffron cod,Eleginus gracilis,21735,30,0.8,10.6,94,201002,53
63.3285,-165.3068,ZZ-05,71,7/2/1905 00:00,8/5/2010 15:44,5.8311,129.1846,saffron cod,Eleginus gracilis,21735,15,7.5,12.9,94,201002,58
63.32395,-166.03523,ZZ-04,71,7/2/1905 00:00,8/5/2010 12:48,2.3365,19.2366,saffron cod,Eleginus gracilis,21735,24,3,11.8,94,201002,57
63.65108,-165.29893,AA-05,71,7/2/1905 00:00,8/5/2010 18:13,38.6028,455.3473,saffron cod,Eleginus gracilis,21735,18,9.3,13.9,94,201002,59
63.98262,-166.02893,BB-04,71,7/2/1905 00:00,8/6/2010 09:38,1.9874,16.2518,saffron cod,Eleginus gracilis,21735,24,2.1,11.9,94,201002,61
63.65072,-166.04002,AA-04,71,7/2/1905 00:00,8/6/2010 07:02,4.0512,32.4963,saffron cod,Eleginus gracilis,21735,26,3,11.4,94,201002,60
64.00382,-164.55712,BB-06,71,7/2/1905 00:00,8/6/2010 15:25,2.0913,24.5775,saffron cod,Eleginus gracilis,21735,18,6.4,14.2,94,201002,63
63.99078,-165.33017,BB-05,71,7/2/1905 00:00,8/6/2010 12:30,11.2704,156.3686,saffron cod,Eleginus gracilis,21735,18,8.1,12.2,94,201002,62
63.68882,-164.55802,AA-06,71,7/2/1905 00:00,8/6/2010 18:02,3.0128,110.9302,saffron cod,Eleginus gracilis,21735,11,12,13,94,201002,64
63.66763,-163.85105,AA-07,71,7/2/1905 00:00,8/7/2010 09:52,19.6118,436.1881,saffron cod,Eleginus gracilis,21735,15,9.6,13.9,94,201002,66
64.00938,-163.79893,BB-07,71,7/2/1905 00:00,8/7/2010 07:10,5.4216,69.4496,saffron cod,Eleginus gracilis,21735,20,5.7,15.2,94,201002,65
63.65018,-163.06477,AA-08,71,7/2/1905 00:00,8/7/2010 12:46,5.5787,137.5023,saffron cod,Eleginus gracilis,21735,15,8.3,14,94,201002,67
64.34282,-168.32537,CC-01,71,7/2/1905 00:00,7/31/2010 12:01,0.1055,0.4711,saffron cod,Eleginus gracilis,21735,38,2.8,7.5,94,201002,35
63.978,-168.3002,BB-01,71,7/2/1905 00:00,7/31/2010 07:11,0.0652,0.4723,saffron cod,Eleginus gracilis,21735,35,4.2,7.4,94,201002,34
61.98697,-168.84008,V-18,70,7/2/1905 00:00,7/31/2010 09:50,0.0707,0.4912,saffron cod,Eleginus gracilis,21735,37,-0.7,9.1,89,201002,5
61.65305,-168.80163,U-18,70,7/2/1905 00:00,7/31/2010 07:15,0.3072,1.8285,saffron cod,Eleginus gracilis,21735,37,-0.2,9,89,201002,4
60.98938,-167.34417,S-02,70,7/2/1905 00:00,7/24/2010 10:00,1.3498,13.2609,saffron cod,Eleginus gracilis,21735,23,5.3,5.3,94,201002,3
60.66808,-167.36012,R-02,70,7/2/1905 00:00,7/24/2010 07:09,0.3775,3.2027,saffron cod,Eleginus gracilis,21735,24,5.8,5.9,94,201002,2
61.01843,-168.03232,S-01,70,7/2/1905 00:00,7/24/2010 12:56,0.172,1.1254,saffron cod,Eleginus gracilis,21735,29,5,5.8,94,201002,4
61.31947,-167.37382,T-02,70,7/2/1905 00:00,7/25/2010 07:08,0.7985,7.2806,saffron cod,Eleginus gracilis,21735,25,5.2,7.3,94,201002,6
61.32565,-168.06697,T-01,70,7/2/1905 00:00,7/24/2010 18:03,0.1467,0.9751,saffron cod,Eleginus gracilis,21735,28,2.9,7.6,94,201002,5
61.65333,-167.4031,U-02,70,7/2/1905 00:00,7/25/2010 09:44,6.1768,55.2416,saffron cod,Eleginus gracilis,21735,24,4.8,7.5,94,201002,7
61.64993,-168.09252,U-01,70,7/2/1905 00:00,7/25/2010 12:42,0.2233,1.413,saffron cod,Eleginus gracilis,21735,29,0.9,7.9,94,201002,8
61.98393,-167.41658,V-02,70,7/2/1905 00:00,7/26/2010 07:05,7.8208,69.7974,saffron cod,Eleginus gracilis,21735,25,2.8,8,94,201002,10
61.98527,-168.12582,V-01,70,7/2/1905 00:00,7/25/2010 16:44,0.1269,0.903,saffron cod,Eleginus gracilis,21735,28,0.6,7.6,94,201002,9
62.32337,-167.43547,W-02,70,7/2/1905 00:00,7/26/2010 09:48,0.2865,1.942,saffron cod,Eleginus gracilis,21735,25,0.8,8,94,201002,11
62.65202,-167.48878,X-02,70,7/2/1905 00:00,7/26/2010 19:28,1.4539,11.5939,saffron cod,Eleginus gracilis,21735,27,1.3,7.3,94,201002,14
62.98648,-167.48463,Y-02,70,7/2/1905 00:00,7/27/2010 07:07,0.1513,1.1191,saffron cod,Eleginus gracilis,21735,34,1.2,6.6,94,201002,15
61.6588,-166.73952,U-03,70,7/2/1905 00:00,8/8/2010 07:33,14.3499,216.1739,saffron cod,Eleginus gracilis,21735,20,9,8.9,89,201002,42
61.35608,-166.90597,T-03,70,7/2/1905 00:00,8/8/2010 10:59,12.2397,109.915,saffron cod,Eleginus gracilis,21735,20,9.2,8.9,89,201002,43
60.6716,-166.69558,R-03,70,7/2/1905 00:00,8/8/2010 17:58,30.4481,527.1271,saffron cod,Eleginus gracilis,21735,21,8.9,8.5,89,201002,45
61.01755,-166.67373,S-03,70,7/2/1905 00:00,8/8/2010 15:18,7.2711,278.4807,saffron cod,Eleginus gracilis,21735,19,10,10,89,201002,44
65.0047,-167.615,EE-02,71,7/2/1905 00:00,8/2/2010 16:51,0.0471,0.22,saffron cod,Eleginus gracilis,21735,33,3.2,9.2,94,201002,45
64.64992,-166.8244,DD-03,71,7/2/1905 00:00,8/3/2010 13:34,9.7477,89.473,saffron cod,Eleginus gracilis,21735,26,2.4,11.2,94,201002,48
64.01647,-167.56212,BB-02,71,7/2/1905 00:00,8/4/2010 10:12,0.0625,0.4963,saffron cod,Eleginus gracilis,21735,35,1.1,9.8,94,201002,51
63.65297,-167.53097,AA-02,71,7/2/1905 00:00,7/28/2010 07:09,0.0156,0.2358,saffron cod,Eleginus gracilis,21735,28,0.7,7.1,94,201002,19
64.01867,-162.30207,BB-09,71,7/2/1905 00:00,8/7/2010 18:05,7.3487,93.9324,saffron cod,Eleginus gracilis,21735,18,4.9,17.7,94,201002,69
63.98847,-163.04942,BB-08,71,7/2/1905 00:00,8/7/2010 15:20,3.5302,42.0903,saffron cod,Eleginus gracilis,21735,18,4.7,15.9,94,201002,68
63.65247,-161.56823,AA-10,71,7/2/1905 00:00,8/8/2010 07:04,3.9539,73.3768,saffron cod,Eleginus gracilis,21735,15,8.8,15.6,94,201002,70
64.30037,-161.53125,CC-10,71,7/2/1905 00:00,8/8/2010 12:05,34.0964,653.4063,saffron cod,Eleginus gracilis,21735,14,9.9,16.2,94,201002,72
63.97832,-161.52122,BB-10,71,7/2/1905 00:00,8/8/2010 09:29,1.142,12.988,saffron cod,Eleginus gracilis,21735,18,3,16.7,94,201002,71
64.34757,-162.24343,CC-09,71,7/2/1905 00:00,8/8/2010 15:19,2.1162,20.5967,saffron cod,Eleginus gracilis,21735,19,3.9,15.9,94,201002,73
60.68555,-167.99962,R-01,70,7/2/1905 00:00,7/23/2010 19:21,0.0552,0.4522,saffron cod,Eleginus gracilis,21735,28,4.7,4.8,94,201002,1
62.67933,-166.72703,X-03,70,7/2/1905 00:00,8/10/2010 08:22,109.3406,1156.5717,saffron cod,Eleginus gracilis,21735,26,6.8,9.8,94,201002,79
62.34858,-166.7234,W-03,70,7/2/1905 00:00,8/10/2010 11:28,18.837,191.5729,saffron cod,Eleginus gracilis,21735,21,8.7,9.3,94,201002,81
62.02592,-166.6954,V-03,70,7/2/1905 00:00,8/10/2010 13:58,10.2902,174.0497,saffron cod,Eleginus gracilis,21735,21,8.7,10,94,201002,82
63.00898,-166.7415,Y-03,70,7/2/1905 00:00,8/5/2010 07:08,189.2683,1716.185,saffron cod,Eleginus gracilis,21735,28,4.2,10.7,94,201002,55
62.97382,-166.02683,Y-04,70,7/2/1905 00:00,8/5/2010 10:06,39.7054,501.3378,saffron cod,Eleginus gracilis,21735,21,7.9,11.9,94,201002,56
61.31817,-168.76693,T-18,70,7/2/1905 00:00,7/30/2010 19:31,8.0899,41.9656,saffron cod,Eleginus gracilis,21735,34,0.4,8.7,89,201002,3
62.35522,-171.04742,W-21,70,7/2/1905 00:00,8/6/2010 18:27,0.0081,1.2142,walleye pollock,Gadus chalcogrammus,21740,43,-0.8,9,89,201002,38
62.35242,-170.28513,W-20,70,7/2/1905 00:00,8/7/2010 07:31,0.767,0.2179,walleye pollock,Gadus chalcogrammus,21740,40,-0.9,9.3,89,201002,39
61.6588,-166.73952,U-03,70,7/2/1905 00:00,8/8/2010 07:33,1.0314,12.2157,walleye pollock,Gadus chalcogrammus,21740,20,9,8.9,89,201002,42
61.67145,-170.21017,U-20,70,7/2/1905 00:00,8/7/2010 12:39,0.0048,0.6009,walleye pollock,Gadus chalcogrammus,21740,46,-1.2,9.6,89,201002,41
61.35608,-166.90597,T-03,70,7/2/1905 00:00,8/8/2010 10:59,0.9958,75.826,walleye pollock,Gadus chalcogrammus,21740,20,9.2,8.9,89,201002,43
61.31947,-167.37382,T-02,70,7/2/1905 00:00,7/25/2010 07:08,0.0883,6.8108,walleye pollock,Gadus chalcogrammus,21740,25,5.2,7.3,94,201002,6
61.32565,-168.06697,T-01,70,7/2/1905 00:00,7/24/2010 18:03,6.7854,4.6315,walleye pollock,Gadus chalcogrammus,21740,28,2.9,7.6,94,201002,5
61.65333,-167.4031,U-02,70,7/2/1905 00:00,7/25/2010 09:44,2.9369,24.241,walleye pollock,Gadus chalcogrammus,21740,24,4.8,7.5,94,201002,7
61.64993,-168.09252,U-01,70,7/2/1905 00:00,7/25/2010 12:42,2.5025,1.884,walleye pollock,Gadus chalcogrammus,21740,29,0.9,7.9,94,201002,8
61.98393,-167.41658,V-02,70,7/2/1905 00:00,7/26/2010 07:05,5.1892,3.2062,walleye pollock,Gadus chalcogrammus,21740,25,2.8,8,94,201002,10
61.98527,-168.12582,V-01,70,7/2/1905 00:00,7/25/2010 16:44,1.3252,3.3864,walleye pollock,Gadus chalcogrammus,21740,28,0.6,7.6,94,201002,9
62.32337,-167.43547,W-02,70,7/2/1905 00:00,7/26/2010 09:48,0.6399,1.4565,walleye pollock,Gadus chalcogrammus,21740,25,0.8,8,94,201002,11
62.6493,-168.1882,X-01,70,7/2/1905 00:00,7/26/2010 16:01,0.6832,3.6243,walleye pollock,Gadus chalcogrammus,21740,33,-0.1,7.7,94,201002,13
62.32017,-168.14393,W-01,70,7/2/1905 00:00,7/26/2010 12:37,0.0203,2.3041,walleye pollock,Gadus chalcogrammus,21740,29,-0.3,7.9,94,201002,12
62.65202,-167.48878,X-02,70,7/2/1905 00:00,7/26/2010 19:28,1.7154,15.5359,walleye pollock,Gadus chalcogrammus,21740,27,1.3,7.3,94,201002,14
62.98648,-167.48463,Y-02,70,7/2/1905 00:00,7/27/2010 07:07,3.1402,1.1191,walleye pollock,Gadus chalcogrammus,21740,34,1.2,6.6,94,201002,15
62.97495,-171.79808,Y-22,70,7/2/1905 00:00,8/5/2010 12:23,0.0029,0.4097,walleye pollock,Gadus chalcogrammus,21740,53,-1.4,8.7,89,201002,31
65.01542,-169.88993,EE-19,71,7/2/1905 00:00,8/1/2010 18:26,1.0877,0.4058,walleye pollock,Gadus chalcogrammus,21740,49,2,4.9,94,201002,41
65.02415,-169.1029,EE-18,71,7/2/1905 00:00,8/1/2010 15:40,3.8288,1.6698,walleye pollock,Gadus chalcogrammus,21740,48,2.3,3.2,94,201002,40
65.32702,-168.42677,FF-01,71,7/2/1905 00:00,8/2/2010 10:10,2.3712,0.7588,walleye pollock,Gadus chalcogrammus,21740,53,2,8.9,94,201002,43
65.0047,-167.615,EE-02,71,7/2/1905 00:00,8/2/2010 16:51,0.0035,0.22,walleye pollock,Gadus chalcogrammus,21740,33,3.2,9.2,94,201002,45
65.0101,-168.34465,EE-01,71,7/2/1905 00:00,8/3/2010 07:08,20.934,6.4173,walleye pollock,Gadus chalcogrammus,21740,45,2.5,9.3,94,201002,46
64.32705,-166.81525,CC-03,71,7/2/1905 00:00,8/3/2010 17:35,0.657,0.2338,walleye pollock,Gadus chalcogrammus,21740,30,0.7,11.9,94,201002,49
64.01647,-167.56212,BB-02,71,7/2/1905 00:00,8/4/2010 10:12,0.8139,0.2481,walleye pollock,Gadus chalcogrammus,21740,35,1.1,9.8,94,201002,51
64.34658,-167.57355,CC-02,71,7/2/1905 00:00,8/4/2010 07:18,0.6387,0.2392,walleye pollock,Gadus chalcogrammus,21740,32,1.4,9.4,94,201002,50
64.00048,-166.78975,BB-03,71,7/2/1905 00:00,8/4/2010 13:13,5.6975,1.7819,walleye pollock,Gadus chalcogrammus,21740,33,1.5,10.4,94,201002,52
63.36122,-166.76678,ZZ-03,71,7/2/1905 00:00,8/4/2010 18:42,1.924,1.3613,walleye pollock,Gadus chalcogrammus,21740,27,2.9,11,94,201002,54
63.6777,-166.78432,AA-03,71,7/2/1905 00:00,8/4/2010 16:02,0.6615,0.2235,walleye pollock,Gadus chalcogrammus,21740,30,0.8,10.6,94,201002,53
63.32395,-166.03523,ZZ-04,71,7/2/1905 00:00,8/5/2010 12:48,0.0103,0.2346,walleye pollock,Gadus chalcogrammus,21740,24,3,11.8,94,201002,57
63.98262,-166.02893,BB-04,71,7/2/1905 00:00,8/6/2010 09:38,0.6779,0.2322,walleye pollock,Gadus chalcogrammus,21740,24,2.1,11.9,94,201002,61
63.65072,-166.04002,AA-04,71,7/2/1905 00:00,8/6/2010 07:02,2.3084,0.7221,walleye pollock,Gadus chalcogrammus,21740,26,3,11.4,94,201002,60
63.99078,-165.33017,BB-05,71,7/2/1905 00:00,8/6/2010 12:30,0.0062,0.714,walleye pollock,Gadus chalcogrammus,21740,18,8.1,12.2,94,201002,62
63.68882,-164.55802,AA-06,71,7/2/1905 00:00,8/6/2010 18:02,0.0044,0.442,walleye pollock,Gadus chalcogrammus,21740,11,12,13,94,201002,64
64.66873,-168.36397,DD-01,71,7/2/1905 00:00,7/31/2010 16:11,5.5534,1.8738,walleye pollock,Gadus chalcogrammus,21740,38,2,6.6,94,201002,36
64.34282,-168.32537,CC-01,71,7/2/1905 00:00,7/31/2010 12:01,10.8552,4.0042,walleye pollock,Gadus chalcogrammus,21740,38,2.8,7.5,94,201002,35
64.63747,-170.61765,DD-20,71,7/2/1905 00:00,8/1/2010 07:12,0.9609,2.5364,walleye pollock,Gadus chalcogrammus,21740,47,2.3,2.2,94,201002,37
64.64222,-169.18483,DD-18,71,7/2/1905 00:00,8/1/2010 12:46,0.0021,0.2064,walleye pollock,Gadus chalcogrammus,21740,42,1.9,5,94,201002,39
63.31822,-167.51027,ZZ-02,71,7/2/1905 00:00,7/27/2010 16:55,1.3118,0.4485,walleye pollock,Gadus chalcogrammus,21740,33,0.6,7.7,94,201002,18
63.68055,-169.00202,AA-18,71,7/2/1905 00:00,7/28/2010 13:59,0.5928,0.2271,walleye pollock,Gadus chalcogrammus,21740,35,3.6,7.6,94,201002,21
63.67842,-168.2923,AA-01,71,7/2/1905 00:00,7/28/2010 11:07,1.5638,0.4768,walleye pollock,Gadus chalcogrammus,21740,32,1.9,7,94,201002,20
63.64828,-169.74898,AA-19,71,7/2/1905 00:00,7/28/2010 16:43,0.0042,0.2122,walleye pollock,Gadus chalcogrammus,21740,39,6.3,7.7,94,201002,22
63.978,-168.3002,BB-01,71,7/2/1905 00:00,7/31/2010 07:11,9.7302,3.0702,walleye pollock,Gadus chalcogrammus,21740,35,4.2,7.4,94,201002,34
63.31945,-168.24468,ZZ-01,71,7/2/1905 00:00,7/27/2010 13:25,0.801,0.237,walleye pollock,Gadus chalcogrammus,21740,27,0.5,1.4,94,201002,17
60.65348,-170.7545,R-21,81,7/2/1905 00:00,8/2/2010 15:11,0.0016,0.201,walleye pollock,Gadus chalcogrammus,21740,62,0.5,11.9,89,201002,17
61.65965,-170.86265,U-21,81,7/2/1905 00:00,8/4/2010 07:38,0.0222,2.542,walleye pollock,Gadus chalcogrammus,21740,50,-1.1,9,89,201002,24
61.65798,-171.53878,U-22,81,7/2/1905 00:00,8/3/2010 17:33,0.0115,1.6063,walleye pollock,Gadus chalcogrammus,21740,55,-1.2,8.9,89,201002,23
61.97613,-172.36885,V-23,81,7/2/1905 00:00,8/4/2010 15:22,0.0604,7.4881,walleye pollock,Gadus chalcogrammus,21740,56,-1.2,9,89,201002,27
62.32177,-172.40093,W-23,81,7/2/1905 00:00,8/4/2010 17:52,0.1903,15.2222,walleye pollock,Gadus chalcogrammus,21740,54,-1.2,8.8,89,201002,28
61.6815,-173.08012,U-24,81,7/2/1905 00:00,8/7/2010 15:27,0.0381,3.9503,walleye pollock,Gadus chalcogrammus,21740,65,-1.3,9.4,162,201002,15
61.33037,-172.12403,T-23,81,7/2/1905 00:00,8/8/2010 11:18,0.5027,0.7192,walleye pollock,Gadus chalcogrammus,21740,61,-1.3,9.2,162,201002,18
61.6752,-172.26853,U-23,81,7/2/1905 00:00,8/8/2010 07:46,0.0034,0.3823,walleye pollock,Gadus chalcogrammus,21740,60,-1.2,9.3,162,201002,17
62.32582,-173.81928,W-25,81,7/2/1905 00:00,8/5/2010 07:34,0.0325,2.5342,walleye pollock,Gadus chalcogrammus,21740,63,-1.5,8.8,162,201002,2
62.31255,-175.27057,W-27,81,7/2/1905 00:00,8/4/2010 18:44,0.0079,0.416,walleye pollock,Gadus chalcogrammus,21740,78,-1.4,9.2,162,201002,1
62.32398,-174.53585,W-26,81,7/2/1905 00:00,8/5/2010 10:16,0.1844,11.9427,walleye pollock,Gadus chalcogrammus,21740,70,-1.4,9.1,162,201002,3
63.34127,-172.6869,ZZ-23,81,7/2/1905 00:00,8/6/2010 13:33,0.0086,1.4376,walleye pollock,Gadus chalcogrammus,21740,63,0.2,8.9,162,201002,9
63.33627,-173.43953,ZZ-24,81,7/2/1905 00:00,8/6/2010 10:43,0.5503,0.2158,walleye pollock,Gadus chalcogrammus,21740,70,-0.2,8.8,162,201002,8
62.68162,-172.45557,X-23,81,7/2/1905 00:00,8/6/2010 18:52,0.5986,4.5775,walleye pollock,Gadus chalcogrammus,21740,53,-1.2,8.9,162,201002,11
62.01412,-173.0444,V-24,81,7/2/1905 00:00,8/7/2010 12:48,0.5169,52.1622,walleye pollock,Gadus chalcogrammus,21740,58,-1.4,9.4,162,201002,14
61.34813,-172.91573,T-24,81,7/2/1905 00:00,8/7/2010 18:17,1.355,0.5523,walleye pollock,Gadus chalcogrammus,21740,68,-1.4,9.8,162,201002,16
60.6716,-166.69558,R-03,70,7/2/1905 00:00,8/8/2010 17:58,0.0042,0.4246,walleye pollock,Gadus chalcogrammus,21740,21,8.9,8.5,89,201002,45
60.68555,-167.99962,R-01,70,7/2/1905 00:00,7/23/2010 19:21,2.9336,1.8089,walleye pollock,Gadus chalcogrammus,21740,28,4.7,4.8,94,201002,1
60.66797,-170.03462,R-20,70,7/2/1905 00:00,8/2/2010 12:31,0.626,0.8905,walleye pollock,Gadus chalcogrammus,21740,50,-1.3,9.4,89,201002,16
60.66768,-169.35685,R-19,70,7/2/1905 00:00,8/2/2010 10:05,0.7779,0.7437,walleye pollock,Gadus chalcogrammus,21740,43,-0.7,9.7,89,201002,15
60.98112,-170.09193,S-20,70,7/2/1905 00:00,8/3/2010 07:28,1.3944,0.4413,walleye pollock,Gadus chalcogrammus,21740,48,-1.1,9.4,89,201002,19
61.99455,-170.95498,V-21,70,7/2/1905 00:00,8/4/2010 10:13,0.008,1.3352,walleye pollock,Gadus chalcogrammus,21740,49,-1,9.1,89,201002,25
62.65408,-171.81212,X-22,70,7/2/1905 00:00,8/5/2010 10:02,0.0028,0.398,walleye pollock,Gadus chalcogrammus,21740,49,-1,8.7,89,201002,30
62.67933,-166.72703,X-03,70,7/2/1905 00:00,8/10/2010 08:22,1.7252,4.5374,walleye pollock,Gadus chalcogrammus,21740,26,6.8,9.8,94,201002,79
62.34858,-166.7234,W-03,70,7/2/1905 00:00,8/10/2010 11:28,0.6959,86.0333,walleye pollock,Gadus chalcogrammus,21740,21,8.7,9.3,94,201002,81
62.02592,-166.6954,V-03,70,7/2/1905 00:00,8/10/2010 13:58,0.5332,40.523,walleye pollock,Gadus chalcogrammus,21740,21,8.7,10,94,201002,82
63.00898,-166.7415,Y-03,70,7/2/1905 00:00,8/5/2010 07:08,2.3683,1.5596,walleye pollock,Gadus chalcogrammus,21740,28,4.2,10.7,94,201002,55
62.97382,-166.02683,Y-04,70,7/2/1905 00:00,8/5/2010 10:06,0.0653,7.492,walleye pollock,Gadus chalcogrammus,21740,21,7.9,11.9,94,201002,56
60.98295,-168.73173,S-18,70,7/2/1905 00:00,7/30/2010 16:55,13.3933,4.6138,walleye pollock,Gadus chalcogrammus,21740,37,0.8,8.5,89,201002,2
60.655,-168.6925,R-18,70,7/2/1905 00:00,7/30/2010 14:25,0.0112,0.5102,walleye pollock,Gadus chalcogrammus,21740,38,0.3,7.6,89,201002,1
61.31817,-168.76693,T-18,70,7/2/1905 00:00,7/30/2010 19:31,2.2852,0.9759,walleye pollock,Gadus chalcogrammus,21740,34,0.4,8.7,89,201002,3
61.98697,-168.84008,V-18,70,7/2/1905 00:00,7/31/2010 09:50,2.2742,0.7368,walleye pollock,Gadus chalcogrammus,21740,37,-0.7,9.1,89,201002,5
61.65305,-168.80163,U-18,70,7/2/1905 00:00,7/31/2010 07:15,4.4002,3.9182,walleye pollock,Gadus chalcogrammus,21740,37,-0.2,9,89,201002,4
62.65552,-168.9043,X-18,70,7/2/1905 00:00,7/31/2010 14:43,0.0024,0.4822,walleye pollock,Gadus chalcogrammus,21740,37,-0.6,8,89,201002,7
62.34737,-169.5963,W-19,70,7/2/1905 00:00,8/1/2010 09:44,0.5608,0.2449,walleye pollock,Gadus chalcogrammus,21740,37,-0.8,9.2,89,201002,10
61.67337,-169.5049,U-19,70,7/2/1905 00:00,8/1/2010 14:48,0.0044,0.4905,walleye pollock,Gadus chalcogrammus,21740,42,-1,9.7,89,201002,12
62.01638,-169.54808,V-19,70,7/2/1905 00:00,8/1/2010 12:12,0.0021,0.2642,walleye pollock,Gadus chalcogrammus,21740,42,-1.1,9.5,89,201002,11
61.34832,-169.46143,T-19,70,7/2/1905 00:00,8/1/2010 17:12,1.3581,1.8254,walleye pollock,Gadus chalcogrammus,21740,41,-0.7,9.9,89,201002,13
61.01115,-169.42953,S-19,70,7/2/1905 00:00,8/2/2010 07:22,3.0853,0.7393,walleye pollock,Gadus chalcogrammus,21740,42,-0.7,9.5,89,201002,14
60.98938,-167.34417,S-02,70,7/2/1905 00:00,7/24/2010 10:00,0.0635,5.4465,walleye pollock,Gadus chalcogrammus,21740,23,5.3,5.3,94,201002,3
60.66808,-167.36012,R-02,70,7/2/1905 00:00,7/24/2010 07:09,0.0361,3.4314,walleye pollock,Gadus chalcogrammus,21740,24,5.8,5.9,94,201002,2
61.01843,-168.03232,S-01,70,7/2/1905 00:00,7/24/2010 12:56,1.4874,12.8298,walleye pollock,Gadus chalcogrammus,21740,29,5,5.8,94,201002,4
62.98922,-168.20485,Y-01,70,7/2/1905 00:00,7/27/2010 09:56,2.6834,1.1211,walleye pollock,Gadus chalcogrammus,21740,39,0.7,7,94,201002,16
62.998,-171.15408,Y-21,70,7/2/1905 00:00,8/6/2010 07:30,0.0013,0.2103,walleye pollock,Gadus chalcogrammus,21740,47,-0.9,8.7,89,201002,34
62.65313,-171.08255,X-21,70,7/2/1905 00:00,8/6/2010 15:46,0.5943,0.193,walleye pollock,Gadus chalcogrammus,21740,45,-0.9,8.8,89,201002,37
62.67765,-170.34105,X-20,70,7/2/1905 00:00,8/6/2010 13:17,0.4836,0.2058,walleye pollock,Gadus chalcogrammus,21740,43,-1.1,9.6,89,201002,36
61.35608,-166.90597,T-03,70,7/2/1905 00:00,8/8/2010 10:59,0.0203,0.437,whitespotted greenling,Hexagrammos stelleri,21932,20,9.2,8.9,89,201002,43
61.6588,-166.73952,U-03,70,7/2/1905 00:00,8/8/2010 07:33,0.0188,0.2181,whitespotted greenling,Hexagrammos stelleri,21932,20,9,8.9,89,201002,42
61.01755,-166.67373,S-03,70,7/2/1905 00:00,8/8/2010 15:18,0.0551,1.8375,whitespotted greenling,Hexagrammos stelleri,21932,19,10,10,89,201002,44
64.01867,-162.30207,BB-09,71,7/2/1905 00:00,8/7/2010 18:05,0.0033,0.2337,whitespotted greenling,Hexagrammos stelleri,21932,18,4.9,17.7,94,201002,69
63.66763,-163.85105,AA-07,71,7/2/1905 00:00,8/7/2010 09:52,0.0097,0.5117,whitespotted greenling,Hexagrammos stelleri,21932,15,9.6,13.9,94,201002,66
64.3209,-165.28733,CC-05,71,7/2/1905 00:00,8/9/2010 09:57,0.0682,0.4545,whitespotted greenling,Hexagrammos stelleri,21932,24,7.1,11.5,94,201002,77
